"";"CD_PROGRAMA_IES";"X1";"Count";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"Prof_Perm";"Soma_patentes";"Soma_produtos";"Soma_Aplicativos";"Forma_docente";"Forma_discente";"Colabora_cientifica";"CP";"Indice_MI";"Patente_prof";"Produto_prof";"App_prof";"Indice_PT";"new_indice_PT";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_MUNICIPIO_PROGRAMA_IES";"NM_AREA_CONHECIMENTO"
"865";"31001017144P0";865;865;3;0;2011;1;4;21;0;0;0;412698413;1;527272727;520014881;614996505;0;0;0;0;0;"SUDESTE";"RJ";"UFRJ";"RIO DE JANEIRO";"BIOF<cd>SICA"
"866";"31001017145P6";866;866;3;0;2011;0;4;25;1;0;1;68;15625;418956044;467824074;43075753;4;0;4;26666667;0,08;"SUDESTE";"RJ";"UFRJ";"RIO DE JANEIRO";"CI<ca>NCIAS AMBIENTAIS"
"867";"31001017146P2";867;867;3;0;2011;0;4;19;0;0;0;385964912;2;499233253;431349206;379136843;0;0;0;0;0;"SUDESTE";"RJ";"UFRJ";"RIO DE JANEIRO";"OCEANOGRAFIA"
"868";"31001017149P1";868;868;3;0;2012;1;4;13;0;10;1;743589744;578947368;7;594551282;654272099;0;769230769;76923077;282051282;0,846153846153846;"SUDESTE";"RJ";"UFRJ";"RIO DE JANEIRO";"BIOQU<cd>MICA"
"869";"31001017150P0";869;869;3;0;2013;1;3;12;0;0;0;555555556;463414634;561011905;39212963;493027931;0;0;0;0;0;"SUDESTE";"RJ";"UFRJ";"RIO DE JANEIRO";"ARQUITETURA E URBANISMO"
"870";"31001017152P2";870;870;3;0;2013;1;3;24;0;0;0;208333333;272727273;550675676;429022989;365189818;0;0;0;0;0;"SUDESTE";"RJ";"UFRJ";"RIO DE JANEIRO";"ODONTOLOGIA"
"871";"31001017154P5";871;871;3;0;2013;1;3;21;4;0;0;666666667;45;59375;413043478;530865036;19047619;0;0;63492063;0,19047619047619;"SUDESTE";"RJ";"UFRJ";"RIO DE JANEIRO";"FARM<c1>CIA"
"872";"31001017156P8";872;872;3;0;2014;1;3;15;0;3;0;511111111;487804878;516666667;498888889;503617886;0;2;0;66666667;0,2;"SUDESTE";"RJ";"UFRJ";"RIO DE JANEIRO";"ENSINO"
"873";"31001017157P4";873;873;3;0;2014;0;4;12;0;0;0;777777778;885714286;589285714;439880952;673164683;0;0;0;0;0;"SUDESTE";"RJ";"UFRJ";"RIO DE JANEIRO";"ARTES"
"874";"31001017158P0";874;874;3;0;2014;0;5;9;0;0;0;740740741;780487805;606060606;401923077;632303057;0;0;0;0;0;"SUDESTE";"RJ";"UFRJ";"RIO DE JANEIRO";"ENGENHARIA DE MATERIAIS E METAL<da>RGICA"
"875";"31001017160P5";875;875;3;0;2015;0;3;22;0;0;0;651515152;555555556;745082816;557666667;627455047;0;0;0;0;0;"SUDESTE";"RJ";"UFRJ";"RIO DE JANEIRO";"CI<ca>NCIA POL<cd>TICA"
"876";"31001017161P1";876;876;3;0;2015;0;3;16;0;0;0;354166667;818181818;811111111;457936508;610349026;0;0;0;0;0;"SUDESTE";"RJ";"UFRJ";"RIO DE JANEIRO";"GEOCI<ca>NCIAS"
"877";"31001017165P7";877;877;3;0;2016;1;3;16;0;0;0;416666667;389830508;703703704;457916667;492029386;0;0;0;0;0;"SUDESTE";"RJ";"UFRJ";"RIO DE JANEIRO";"PSICOLOGIA"
"878";"31001017166P3";878;878;3;0;2016;1;3;14;0;0;0;80952381;585365854;833333333;4796875;676977624;0;0;0;0;0;"SUDESTE";"RJ";"UFRJ";"RIO DE JANEIRO";"COMUNICA<c7><c3>O"
"879";"31001017167P0";879;879;3;0;2016;1;3;8;0;0;0;5;75;99702381;635;720505952;0;0;0;0;0;"SUDESTE";"RJ";"UFRJ";"RIO DE JANEIRO";"LING<dc><cd>STICA"
"880";"31001017171P7";880;880;3;0;2016;0;4;24;0;0;0;486111111;733333333;55502381;465625;560023313;0;0;0;0;0;"SUDESTE";"RJ";"UFRJ";"RIO DE JANEIRO";"ENGENHARIA SANIT<c1>RIA"
"881";"31002013001P0";881;881;3;0;1966;0;4;24;2;0;0;347222222;311111111;43778937;420833333;379239009;83333333;0;0;27777778;0,0833333333333333;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"QU<cd>MICA"
"882";"31002013002P7";882;882;3;0;1972;0;6;20;1;0;2;316666667;338983051;307323232;517307692;370070161;5;0;1;5;0,15;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"AGRONOMIA"
"883";"31002013007P9";883;883;3;0;1976;0;5;17;0;0;0;62745098;343283582;60387931;388888889;49087569;0;0;0;0;0;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"SOCIOLOGIA"
"884";"31002013010P0";884;884;3;0;1989;0;5;15;1;0;0;466666667;393939394;402173913;431746032;423631501;66666667;0;0;22222222;0,0666666666666667;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"AGRONOMIA"
"885";"31002013011P6";885;885;3;0;1993;0;4;21;0;0;1;523809524;186046512;549280303;337847222;39924589;0;0;47619048;15873016;0,0476190476190476;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL"
"886";"31002013012P2";886;886;3;0;1995;0;5;11;0;0;0;606060606;193548387;626515152;454411765;470133977;0;0;0;0;0;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"ZOOLOGIA"
"887";"31002013014P5";887;887;3;0;2000;0;3;11;2;1;4;454545455;480519481;523417313;434375;473214312;181818182;90909091;363636364;212121212;0,636363636363636;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"ENGENHARIA QU<cd>MICA"
"888";"31002013015P1";888;888;3;0;2000;1;3;16;0;0;7;645833333;583333333;666666667;415277778;577777778;0;0;4375;145833333;0,4375;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"ADMINISTRA<c7><c3>O"
"889";"31002013016P8";889;889;3;0;2006;0;4;20;0;0;0;3;242424242;193181818;385802469;280352132;0;0;0;0;0;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"MEDICINA VETERIN<c1>RIA"
"890";"31002013017P4";890;890;3;0;2003;0;3;31;0;0;0;559139785;354477612;608695652;442992424;491326368;0;0;0;0;0;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"EDUCA<c7><c3>O"
"891";"31002013018P0";891;891;3;0;2006;0;3;12;0;0;0;666666667;95;541034156;455128205;653207257;0;0;0;0;0;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"AGRONOMIA"
"892";"31002013019P7";892;892;3;0;2008;0;4;30;0;0;0;244444444;25974026;469209479;354569892;331991019;0;0;0;0;0;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"HIST<d3>RIA"
"893";"31002013020P5";893;893;3;0;2009;0;4;29;0;0;0;356321839;40625;509676218;41;420562014;0;0;0;0;0;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"EDUCA<c7><c3>O"
"894";"31002013022P8";894;894;3;0;2009;0;4;18;0;4;10;759259259;558823529;553846154;477916667;587461402;0;222222222;555555556;259259259;0,777777777777778;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"INTERDISCIPLINAR"
"895";"31002013023P4";895;895;3;0;2010;1;3;17;1;0;0;470588235;519230769;555555556;377777778;480788084;58823529;0;0;19607843;0,0588235294117647;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"AGRONOMIA"
"896";"31002013024P0";896;896;3;0;2011;1;3;24;0;0;0;652777778;5;496212121;431481481;520117845;0;0;0;0;0;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"INTERDISCIPLINAR"
"897";"31002013025P7";897;897;3;0;2012;0;3;22;0;0;0;454545455;479452055;518707483;458695652;477850161;0;0;0;0;0;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"SOCIOLOGIA"
"898";"31002013026P3";898;898;3;0;2012;0;3;14;0;0;1;857142857;717948718;565217391;389444444;632438353;0;0;71428571;23809524;0,0714285714285714;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"PLANEJAMENTO URBANO E REGIONAL"
"899";"31002013027P0";899;899;3;0;2012;0;3;14;0;0;0;452380952;3125;5625;312222222;409900794;0;0;0;0;0;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"PSICOLOGIA"
"900";"31002013028P6";900;900;3;0;2012;0;4;18;1;0;5;592592593;842105263;529446685;383333333;586869468;55555556;0;277777778;111111111;0,333333333333333;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"INTERDISCIPLINAR"
"901";"31002013029P2";901;901;3;0;2013;0;4;14;1;1;0;357142857;333333333;362083333;566071429;404657738;71428571;71428571;0;47619048;0,142857142857143;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"FISIOLOGIA"
"902";"31002013030P0";902;902;3;0;2014;0;3;11;0;0;0;575757576;689655172;541666667;492857143;574984139;0;0;0;0;0;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"ADMINISTRA<c7><c3>O"
"903";"31002013031P7";903;903;3;0;2014;0;3;15;0;0;0;244444444;605263158;666666667;408333333;481176901;0;0;0;0;0;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"FILOSOFIA"
"904";"31002013032P3";904;904;3;0;2014;0;3;14;0;0;0;476190476;1;557759372;522222222;639043018;0;0;0;0;0;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"ENGENHARIA AGR<cd>COLA"
"905";"31002013156P4";905;905;3;0;2015;1;3;13;0;1;0;615384615;43902439;8125;438095238;576251061;0;76923077;0;25641026;0,0769230769230769;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"ENSINO"
"906";"31002013157P0";906;906;3;0;2015;0;3;18;0;0;0;407407407;518518519;984375;468518519;594704861;0;0;0;0;0;"SUDESTE";"RJ";"UFRRJ";"SEROP<c9>DICA";"GEOGRAFIA"
"907";"31003010001P0";907;907;3;0;1971;0;5;51;0;1;0;359477124;336;500685521;407748538;400977796;0;19607843;0;6535948;0,0196078431372549;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"EDUCA<c7><c3>O"
"908";"31003010002P7";908;908;3;0;1977;0;6;51;0;0;0;111111111;88888889;289473684;536574074;25651194;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"F<cd>SICA"
"909";"31003010003P3";909;909;3;0;1969;0;5;37;0;0;0;261261261;1875;1;608514493;514318939;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"MATEM<c1>TICA"
"910";"31003010004P0";910;910;3;0;1972;0;6;19;0;0;0;561403509;526315789;519169254;447222222;513527694;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"GEOCI<ca>NCIAS"
"911";"31003010005P6";911;911;3;0;1971;0;7;59;0;0;0;152542373;141242938;454661814;364473684;278230202;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"HIST<d3>RIA"
"912";"31003010006P2";912;912;3;0;1972;0;3;15;0;0;0;555555556;298245614;59202381;446929825;473188701;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"ENGENHARIA CIVIL"
"913";"31003010015P1";913;913;3;0;1974;0;4;16;2;0;0;5;37037037;38765681;396428571;413613938;125;0;0;41666667;0,125;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"MEDICINA VETERIN<c1>RIA"
"914";"31003010017P4";914;914;3;0;1980;0;4;15;4;0;0;6;333333333;475483351;544907407;488431023;266666667;0;0;88888889;0,266666666666667;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"MEDICINA"
"915";"31003010019P7";915;915;3;0;1972;0;4;21;1;0;4;46031746;37704918;554497354;45745614;462330034;47619048;0;19047619;79365079;0,238095238095238;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"ENGENHARIA DE PRODU<c7><c3>O"
"916";"31003010021P1";916;916;3;0;1985;0;4;29;0;0;0;425287356;34375;625;555357143;487348625;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"MEDICINA"
"917";"31003010024P0";917;917;3;0;1987;0;5;19;11;0;0;456140351;85106383;384914729;422115385;337069212;578947368;0;0;192982456;0,578947368421053;"SUDESTE";"RJ";"UFF";"RIO DE JANEIRO";"MEDICINA VETERIN<c1>RIA"
"918";"31003010027P0";918;918;3;0;1991;0;5;47;6;0;0;234042553;181818182;450644092;445486111;327997735;127659574;0;0;42553191;0,127659574468085;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"QU<cd>MICA"
"919";"31003010029P2";919;919;3;0;1991;0;4;24;1;0;0;569444444;291262136;507872504;445689655;453567185;41666667;0;0;13888889;0,0416666666666667;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"GEOCI<ca>NCIAS"
"920";"31003010031P7";920;920;3;0;1994;0;5;22;0;0;0;318181818;380952381;504487179;376388889;395002567;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"ANTROPOLOGIA"
"921";"31003010032P3";921;921;3;0;1994;0;4;11;2;0;5;636363636;313253012;443181818;441666667;458616283;181818182;0;454545455;212121212;0,636363636363636;"SUDESTE";"RJ";"UFF";"VOLTA REDONDA";"ENGENHARIA DE MATERIAIS E METAL<da>RGICA"
"922";"31003010033P0";922;922;3;0;1994;0;4;16;0;0;0;520833333;4;1;400925926;580439815;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"CI<ca>NCIA POL<cd>TICA"
"923";"31003010036P9";923;923;3;0;1995;0;5;19;0;2;2;298245614;24137931;383783784;346296296;317426251;0;105263158;105263158;70175439;0,210526315789474;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"ENGENHARIA MEC<c2>NICA"
"924";"31003010038P1";924;924;3;0;1995;0;3;15;0;0;0;888888889;515151515;567119155;494444444;616401001;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"ARTES"
"925";"31003010039P8";925;925;3;0;1996;0;4;19;0;0;1;666666667;324324324;53054481;524666667;511550617;0;0;52631579;1754386;0,0526315789473684;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"OCEANOGRAFIA"
"926";"31003010040P6";926;926;3;0;1997;0;5;16;0;1;1;520833333;384615385;545907738;411111111;465616892;0;625;625;41666667;0,125;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"COMUNICA<c7><c3>O"
"927";"31003010041P2";927;927;3;0;1999;0;6;29;0;0;0;206896552;168674699;547932331;433333333;339209229;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"GEOGRAFIA"
"928";"31003010042P9";928;928;3;0;1998;0;4;14;0;0;0;261904762;266666667;460565476;512280702;375354402;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"FISIOLOGIA"
"929";"31003010043P5";929;929;3;0;1999;0;4;21;0;0;0;317460317;13;398971861;424666667;317774711;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"PSICOLOGIA"
"930";"31003010044P1";930;930;3;0;1999;0;4;30;1;0;0;477777778;172413793;484025388;482107843;404081201;33333333;0;0;11111111;0,0333333333333333;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"INTERDISCIPLINAR"
"931";"31003010045P8";931;931;3;0;2000;1;4;31;3;2;4;419354839;34496124;1;49040404;56368003;96774194;64516129;129032258;96774194;0,290322580645161;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"ENGENHARIA DE PRODU<c7><c3>O"
"932";"31003010046P4";932;932;3;0;1995;0;5;41;0;0;2;398373984;314049587;532826279;453455285;424676283;0;0;48780488;16260163;0,0487804878048781;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"CI<ca>NCIA DA COMPUTA<c7><c3>O"
"933";"31003010048P7";933;933;3;0;2002;0;4;22;0;0;0;545454545;23255814;47099662;517857143;441716612;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"MEDICINA"
"934";"31003010049P3";934;934;3;0;2002;0;4;11;0;0;0;666666667;607142857;578125;466025641;579490041;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"SERVI<c7>O SOCIAL"
"935";"31003010052P4";935;935;3;0;2002;0;4;19;0;1;0;49122807;307692308;42877551;432666667;415090639;0;52631579;0;1754386;0,0526315789473684;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"ARQUITETURA E URBANISMO"
"936";"31003010053P0";936;936;3;0;2002;0;4;29;0;0;0;252873563;95744681;385795355;370098039;27612791;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"ODONTOLOGIA"
"937";"31003010054P7";937;937;3;0;2001;0;3;24;0;0;2;305555556;353658537;508809656;470138889;409540659;0;0;83333333;27777778;0,0833333333333333;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"ENGENHARIA EL<c9>TRICA"
"938";"31003010055P3";938;938;3;0;2002;1;3;13;1;10;4;128205128;340425532;494642857;323809524;32177076;76923077;769230769;307692308;384615385;1,15384615384615;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"ENFERMAGEM"
"939";"31003010058P2";939;939;3;0;2007;0;4;26;0;0;0;5;35;526499865;586538462;490759582;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"MICROBIOLOGIA"
"940";"31003010061P3";940;940;3;0;2008;0;3;18;0;0;0;444444444;546875;574502134;418055556;495969283;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"SA<da>DE COLETIVA"
"941";"31003010062P0";941;941;3;0;2008;0;3;15;0;0;0;8;675;875;36127451;677818627;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"CI<ca>NCIA POL<cd>TICA"
"942";"31003010063P6";942;942;3;0;2009;0;4;19;0;2;0;49122807;44;7;444444444;518918129;0;105263158;0;35087719;0,105263157894737;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"CI<ca>NCIA DA INFORMA<c7><c3>O"
"943";"31003010067P1";943;943;3;0;2009;0;4;22;0;8;2;348484848;217391304;473856209;39375;35837059;0;363636364;90909091;151515152;0,454545454545455;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"ENFERMAGEM"
"944";"31003010068P8";944;944;3;0;2009;0;3;13;5;0;0;358974359;673076923;518760611;56127451;528021601;384615385;0;0;128205128;0,384615384615385;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"ENGENHARIA QU<cd>MICA"
"945";"31003010072P5";945;945;3;0;2010;0;3;24;0;0;0;486111111;916666667;595192308;467241379;616302866;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"VOLTA REDONDA";"INTERDISCIPLINAR"
"946";"31003010073P1";946;946;3;0;2010;0;5;30;0;0;0;377777778;18556701;494802189;43;372036744;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"LING<dc><cd>STICA"
"947";"31003010074P8";947;947;3;0;2010;0;5;32;0;0;0;395833333;235294118;448476703;389912281;367379109;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"LETRAS"
"948";"31003010075P4";948;948;3;0;2011;0;3;11;0;0;0;696969697;727272727;833333333;406111111;665921717;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"SOCIOLOGIA"
"949";"31003010077P7";949;949;3;0;2011;0;3;17;0;3;2;450980392;480769231;748214286;395098039;518765487;0;176470588;117647059;98039216;0,294117647058824;"SUDESTE";"RJ";"UFF";"VOLTA REDONDA";"ENGENHARIA MEC<c2>NICA"
"950";"31003010078P3";950;950;3;0;2011;0;3;25;0;0;0;546666667;618181818;714285714;488793103;591981826;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"ADMINISTRA<c7><c3>O"
"951";"31003010079P0";951;951;3;0;2011;0;4;29;11;4;0;448275862;358208955;508333333;545833333;465162871;379310345;137931034;0;172413793;0,517241379310345;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"BIOTECNOLOGIA"
"952";"31003010081P4";952;952;3;0;2011;0;3;16;0;0;0;25;675;576923077;420833333;480689103;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"FILOSOFIA"
"953";"31003010082P0";953;953;3;0;2012;1;3;16;0;0;0;770833333;466666667;578571429;480555556;574156746;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"FARM<c1>CIA"
"954";"31003010083P7";954;954;3;0;2011;1;3;13;0;17;0;538461538;227848101;50224359;375416667;410992474;0;1;0;333333333;1,30769230769231;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"ENFERMAGEM"
"955";"31003010084P3";955;955;3;0;2011;0;3;12;0;0;0;333333333;538461538;874537037;658854167;601296519;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"SERVI<c7>O SOCIAL"
"956";"31003010086P6";956;956;3;0;2013;1;3;16;0;0;2;791666667;442307692;602651515;415686275;563078037;0;0;125;41666667;0,125;"SUDESTE";"RJ";"UFF";"RIO DAS OSTRAS";"ENGENHARIA DE PRODU<c7><c3>O"
"957";"31003010087P2";957;957;3;0;2012;1;3;15;2;5;7;6;615384615;526094276;373148148;52865676;133333333;333333333;466666667;311111111;0,933333333333333;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"ENGENHARIA MEC<c2>NICA"
"958";"31003010088P9";958;958;3;0;2013;0;3;15;0;0;0;644444444;4375;570075758;375925926;506986532;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"COMUNICA<c7><c3>O"
"959";"31003010089P5";959;959;3;0;2012;0;3;31;2;1;3;677419355;544117647;613602484;497916667;583264038;64516129;32258065;96774194;64516129;0,193548387096774;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"CI<ca>NCIAS AMBIENTAIS"
"960";"31003010090P3";960;960;3;0;2013;0;3;18;0;1;0;62962963;515625;833333333;485227273;615953809;0;55555556;0;18518519;0,0555555555555556;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"INTERDISCIPLINAR"
"961";"31003010091P0";961;961;3;0;2013;0;3;19;1;0;0;789473684;76744186;546666667;492753623;649083959;52631579;0;0;1754386;0,0526315789473684;"SUDESTE";"RJ";"UFF";"VOLTA REDONDA";"CI<ca>NCIAS AMBIENTAIS"
"962";"31003010092P6";962;962;3;0;2013;1;3;16;0;0;1;583333333;389380531;596619048;4453125;503661353;0;0;625;20833333;0,0625;"SUDESTE";"RJ";"UFF";"VOLTA REDONDA";"ADMINISTRA<c7><c3>O"
"963";"31003010094P9";963;963;3;0;2013;0;3;20;0;1;0;366666667;333333333;519122383;39384058;403240741;0;5;0;16666667;0,05;"SUDESTE";"RJ";"UFF";"NOVA FRIBURGO";"ODONTOLOGIA"
"964";"31003010095P5";964;964;3;0;2014;0;3;17;0;1;0;431372549;547619048;639479472;353174603;492911418;0;58823529;0;19607843;0,0588235294117647;"SUDESTE";"RJ";"UFF";"CAMPOS DOS GOYTACAZES";"GEOGRAFIA"
"965";"31003010096P1";965;965;3;0;2014;0;4;18;0;0;0;574074074;578947368;595182292;543518519;572930563;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"FISIOLOGIA"
"966";"31003010097P8";966;966;3;0;2014;0;4;22;0;0;2;590909091;777777778;551904762;577536232;624531966;0;0;90909091;3030303;0,0909090909090909;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"INTERDISCIPLINAR"
"967";"31003010098P4";967;967;3;0;2015;1;3;14;0;0;0;785714286;509090909;75;505392157;637549338;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"VOLTA REDONDA";"ENGENHARIA DE PRODU<c7><c3>O"
"968";"31003010156P4";968;968;3;0;2015;0;3;16;0;0;0;916666667;593220339;738636364;542708333;697807926;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"SANTO ANT<d4>NIO DE P<c1>DUA";"ENSINO"
"969";"31003010157P0";969;969;3;0;2015;0;3;13;0;0;0;846153846;692307692;8;59754902;73400264;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"NITER<d3>I";"TURISMO"
"970";"31003010170P7";970;970;3;0;2016;0;3;15;0;0;0;711111111;815789474;609848485;419047619;638949172;0;0;0;0;0;"SUDESTE";"RJ";"UFF";"CAMPOS DOS GOYTACAZES";"PLANEJAMENTO URBANO E REGIONAL"
"971";"31004016004P2";971;971;2;0;1974;0;7;32;0;0;5;4375;262773723;499440607;516666667;429095249;0;0;15625;52083333;0,15625;"SUDESTE";"RJ";"UERJ";"RIO DE JANEIRO";"SA<da>DE COLETIVA"
"972";"31004016006P5";972;972;2;0;1979;0;7;41;0;0;0;349593496;230769231;429417399;397093023;351718287;0;0;0;0;0;"SUDESTE";"RJ";"UERJ";"RIO DE JANEIRO";"EDUCA<c7><c3>O"
"973";"31004016008P8";973;973;2;0;1982;0;5;15;1;0;0;177777778;142857143;462548103;568666667;337962423;66666667;0;0;22222222;0,0666666666666667;"SUDESTE";"RJ";"UERJ";"RIO DE JANEIRO";"ODONTOLOGIA"
"974";"31004016009P4";974;974;2;0;1988;0;4;63;0;0;0;28042328;223350254;449594641;400655431;338505901;0;0;0;0;0;"SUDESTE";"RJ";"UERJ";"RIO DE JANEIRO";"LETRAS"
"975";"31004016013P1";975;975;2;0;1991;0;5;16;0;0;2;604166667;188679245;503392094;363888889;415031724;0;0;125;41666667;0,125;"SUDESTE";"RJ";"UERJ";"RIO DE JANEIRO";"PSICOLOGIA"
"976";"31004016015P4";976;976;2;0;1991;0;4;76;0;1;0;153508772;78947368;496198732;450333333;294747051;0;13157895;0;4385965;0,0131578947368421;"SUDESTE";"RJ";"UERJ";"RIO DE JANEIRO";"DIREITO"
"977";"31004016016P0";977;977;2;0;1992;0;5;26;0;0;0;205128205;324675325;5625;357777778;362520327;0;0;0;0;0;"SUDESTE";"RJ";"UERJ";"RIO DE JANEIRO";"FILOSOFIA"
"978";"31004016017P7";978;978;2;0;1993;0;4;13;0;0;0;487179487;526315789;496685606;465196078;49384424;0;0;0;0;0;"SUDESTE";"RJ";"UERJ";"RIO DE JANEIRO";"BIOLOGIA GERAL"
"979";"31004016018P3";979;979;2;0;1994;0;4;16;0;0;0;375;230769231;568965517;434166667;402225354;0;0;0;0;0;"SUDESTE";"RJ";"UERJ";"RIO DE JANEIRO";"MICROBIOLOGIA"
"980";"31004016020P8";980;980;2;0;1994;0;5;25;0;0;0;373333333;306451613;503597993;494871795;419563684;0;0;0;0;0;"SUDESTE";"RJ";"UERJ";"RIO DE JANEIRO";"SOCIOLOGIA"
"981";"31004016021P4";981;981;2;0;1995;0;5;19;3;0;25;50877193;361111111;491704545;421;445646897;157894737;0;1;385964912;1,47368421052632;"SUDESTE";"RJ";"UERJ";"NOVA FRIBURGO";"INTERDISCIPLINAR"
"982";"31004016023P7";982;982;2;0;1995;0;4;22;0;0;0;287878788;296296296;417857143;268452381;317621152;0;0;0;0;0;"SUDESTE";"RJ";"UERJ";"RIO DE JANEIRO";"GEOCI<ca>NCIAS"
"983";"31004016024P3";983;983;2;0;1995;0;5;24;0;0;0;277777778;23943662;558333333;347058824;355651639;0;0;0;0;0;"SUDESTE";"RJ";"UERJ";"RIO DE JANEIRO";"HIST<d3>RIA"
