CD_PROGRAMA_IES;NM_REGIAO;SG_UF_PROGRAMA;SG_ENTIDADE_ENSINO;NM_MUNICIPIO_PROGRAMA_IES;NM_AREA_CONHECIMENTO
40004015044P0;SUL;PR;UEM;MARINGÁ;ADMINISTRAÇÃO
40004015070P0;SUL;PR;UEM;MARINGÁ;MEDICINA VETERINÁRIA
40004015071P7;SUL;PR;UEM;MARINGÁ;FISIOLOGIA
40004015073P0;SUL;PR;UEM;MARINGÁ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
40005011002P1;SUL;PR;UEPG;PONTA GROSSA;ENGENHARIA DE MATERIAIS E METALÚRGICA
40005011003P8;SUL;PR;UEPG;PONTA GROSSA;INTERDISCIPLINAR
40005011004P4;SUL;PR;UEPG;PONTA GROSSA;ODONTOLOGIA
40005011005P0;SUL;PR;UEPG;PONTA GROSSA;EDUCAÇÃO
40005011006P7;SUL;PR;UEPG;PONTA GROSSA;AGRONOMIA
40005011007P3;SUL;PR;UEPG;PONTA GROSSA;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
40005011008P0;SUL;PR;UEPG;PONTA GROSSA;FÍSICA
40005011009P6;SUL;PR;UEPG;PONTA GROSSA;QUÍMICA
40005011010P4;SUL;PR;UEPG;PONTA GROSSA;GEOGRAFIA
40005011011P0;SUL;PR;UEPG;PONTA GROSSA;ZOOLOGIA
40005011012P7;SUL;PR;UEPG;PONTA GROSSA;LETRAS
40005011013P3;SUL;PR;UEPG;PONTA GROSSA;INTERDISCIPLINAR
40005011014P0;SUL;PR;UEPG;PONTA GROSSA;HISTÓRIA
40005011015P6;SUL;PR;UEPG;PONTA GROSSA;COMUNICAÇÃO
40005011017P9;SUL;PR;UEPG;PONTA GROSSA;ENGENHARIA SANITÁRIA
40005011018P5;SUL;PR;UEPG;PONTA GROSSA;FISIOLOGIA
40005011042P3;SUL;PR;UEPG;PONTA GROSSA;ZOOTECNIA
40005011170P1;SUL;PR;UEPG;PONTA GROSSA;INTERDISCIPLINAR
40006018001P1;SUL;PR;UTFPR;CURITIBA;ENGENHARIA ELÉTRICA
40006018002P8;SUL;PR;UTFPR;CURITIBA;INTERDISCIPLINAR
40006018003P4;SUL;PR;UTFPR;CURITIBA;ENGENHARIA MECÂNICA
40006018004P0;SUL;PR;UTFPR;PONTA GROSSA;ENGENHARIA DE PRODUÇÃO
40006018005P7;SUL;PR;UTFPR;PATO BRANCO;AGRONOMIA
40006018006P3;SUL;PR;UTFPR;PONTA GROSSA;ENSINO
40006018008P6;SUL;PR;UTFPR;CURITIBA;ENGENHARIA CIVIL
40006018009P2;SUL;PR;UTFPR;PATO BRANCO;ENGENHARIA ELÉTRICA
40006018010P0;SUL;PR;UTFPR;PATO BRANCO;PLANEJAMENTO URBANO E REGIONAL
40006018011P7;SUL;PR;UTFPR;CURITIBA;CIÊNCIA DA COMPUTAÇÃO
40006018012P3;SUL;PR;UTFPR;CORNÉLIO PROCÓPIO;ENGENHARIA ELÉTRICA
40006018013P0;SUL;PR;UTFPR;CURITIBA;CIÊNCIAS AMBIENTAIS
40006018014P6;SUL;PR;UTFPR;DOIS VIZINHOS;ZOOTECNIA
40006018015P2;SUL;PR;UTFPR;LONDRINA;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
40006018016P9;SUL;PR;UTFPR;MEDIANEIRA;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
40006018017P5;SUL;PR;UTFPR;CURITIBA;PLANEJAMENTO URBANO E REGIONAL
40006018018P1;SUL;PR;UTFPR;CURITIBA;ENGENHARIA BIOMÉDICA
40006018019P8;SUL;PR;UTFPR;CURITIBA;ENSINO
40006018020P6;SUL;PR;UTFPR;PATO BRANCO;ENGENHARIA QUÍMICA
40006018022P9;SUL;PR;UTFPR;PONTA GROSSA;ENGENHARIA ELÉTRICA
40006018023P5;SUL;PR;UTFPR;CURITIBA;ENGENHARIA SANITÁRIA
40006018024P1;SUL;PR;UTFPR;CORNÉLIO PROCÓPIO;ENGENHARIA MECÂNICA
40006018025P8;SUL;PR;UTFPR;CURITIBA;CIÊNCIA DA COMPUTAÇÃO
40006018026P4;SUL;PR;UTFPR;MEDIANEIRA;ENGENHARIA SANITÁRIA
40006018027P0;SUL;PR;UTFPR;LONDRINA;ENSINO
40006018028P7;SUL;PR;UTFPR;PONTA GROSSA;ENSINO
40006018029P3;SUL;PR;UTFPR;PONTA GROSSA;ENGENHARIA MECÂNICA
40006018030P1;SUL;PR;UTFPR;CURITIBA;ENGENHARIA CIVIL
40006018031P8;SUL;PR;UTFPR;PATO BRANCO;ENGENHARIA DE PRODUÇÃO
40006018032P4;SUL;PR;UTFPR;CURITIBA;QUÍMICA
40006018033P0;SUL;PR;UTFPR;TOLEDO;ENGENHARIA QUÍMICA
40006018034P7;SUL;PR;UTFPR;CURITIBA;INTERDISCIPLINAR
40006018035P3;SUL;PR;UTFPR;CURITIBA;LETRAS
40006018036P0;SUL;PR;UTFPR;PATO BRANCO;LETRAS
40006018037P6;SUL;PR;UTFPR;CORNÉLIO PROCÓPIO;GENÉTICA
40006018038P2;SUL;PR;UTFPR;CURITIBA;ENGENHARIA ELÉTRICA
40006018041P3;SUL;PR;UTFPR;LONDRINA;ENSINO
40006018043P6;SUL;PR;UTFPR;DOIS VIZINHOS;AGRONOMIA
40006018044P2;SUL;PR;UTFPR;CURITIBA;ADMINISTRAÇÃO
40006018170P8;SUL;PR;UTFPR;CAMPO MOURÃO;INTERDISCIPLINAR
40006018171P4;SUL;PR;UTFPR;CURITIBA;CIÊNCIA DA COMPUTAÇÃO
40006018172P0;SUL;PR;UTFPR;CURITIBA;FÍSICA
40006018175P0;SUL;PR;UTFPR;CURITIBA;MATERIAIS
40009017001P0;SUL;PR;FEPAR;CURITIBA;MEDICINA
40014010002P7;SUL;PR;UNICENTRO;GUARAPUAVA;QUÍMICA
40014010003P3;SUL;PR;UNICENTRO;GUARAPUAVA;AGRONOMIA
40014010004P0;SUL;PR;UNICENTRO;IRATI;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL
40014010005P6;SUL;PR;UNICENTRO;GUARAPUAVA;GEOGRAFIA
40014010006P2;SUL;PR;UNICENTRO;GUARAPUAVA;FARMÁCIA
40014010007P9;SUL;PR;UNICENTRO;GUARAPUAVA;LETRAS
40014010008P5;SUL;PR;UNICENTRO;GUARAPUAVA;HISTÓRIA
40014010009P1;SUL;PR;UNICENTRO;GUARAPUAVA;EDUCAÇÃO
40014010010P0;SUL;PR;UNICENTRO;IRATI;INTERDISCIPLINAR
40014010011P6;SUL;PR;UNICENTRO;GUARAPUAVA;ENSINO
40014010012P2;SUL;PR;UNICENTRO;GUARAPUAVA;ADMINISTRAÇÃO
40014010042P9;SUL;PR;UNICENTRO;GUARAPUAVA;MEDICINA VETERINÁRIA
40015017001P7;SUL;PR;UNIOESTE;CASCAVEL;ENGENHARIA AGRÍCOLA
40015017002P3;SUL;PR;UNIOESTE;MARECHAL CÂNDIDO RONDON;AGRONOMIA
40015017003P0;SUL;PR;UNIOESTE;CASCAVEL;LETRAS
40015017004P6;SUL;PR;UNIOESTE;TOLEDO;PLANEJAMENTO URBANO E REGIONAL
40015017005P2;SUL;PR;UNIOESTE;TOLEDO;FILOSOFIA
40015017006P9;SUL;PR;UNIOESTE;TOLEDO;ENGENHARIA QUÍMICA
40015017007P5;SUL;PR;UNIOESTE;MARECHAL CÂNDIDO RONDON;HISTÓRIA
40015017008P1;SUL;PR;UNIOESTE;CASCAVEL;EDUCAÇÃO
40015017009P8;SUL;PR;UNIOESTE;MARECHAL CÂNDIDO RONDON;ZOOTECNIA
40015017010P6;SUL;PR;UNIOESTE;FRANCISCO BELTRÃO;GEOGRAFIA
40015017011P2;SUL;PR;UNIOESTE;TOLEDO;RECURSOS PESQUEIROS E ENGENHARIA DE PESCA
40015017013P5;SUL;PR;UNIOESTE;CASCAVEL;ENGENHARIA AGRÍCOLA
40015017014P1;SUL;PR;UNIOESTE;FOZ DO IGUAÇU;INTERDISCIPLINAR
40015017015P8;SUL;PR;UNIOESTE;CASCAVEL;CIÊNCIAS AMBIENTAIS
40015017016P4;SUL;PR;UNIOESTE;FOZ DO IGUAÇU;ENGENHARIA ELÉTRICA
40015017017P0;SUL;PR;UNIOESTE;TOLEDO;SOCIOLOGIA
40015017018P7;SUL;PR;UNIOESTE;MARECHAL CÂNDIDO RONDON;GEOGRAFIA
40015017019P3;SUL;PR;UNIOESTE;CASCAVEL;INTERDISCIPLINAR
40015017020P1;SUL;PR;UNIOESTE;FRANCISCO BELTRÃO;EDUCAÇÃO
40015017021P8;SUL;PR;UNIOESTE;CASCAVEL;FARMÁCIA
40015017022P4;SUL;PR;UNIOESTE;MARECHAL CÂNDIDO RONDON;INTERDISCIPLINAR
40015017023P0;SUL;PR;UNIOESTE;TOLEDO;CIÊNCIAS AMBIENTAIS
40015017024P7;SUL;PR;UNIOESTE;FRANCISCO BELTRÃO;ADMINISTRAÇÃO
40015017025P3;SUL;PR;UNIOESTE;CASCAVEL;ODONTOLOGIA
40015017026P0;SUL;PR;UNIOESTE;TOLEDO;SERVIÇO SOCIAL
40015017027P6;SUL;PR;UNIOESTE;FOZ DO IGUAÇU;ENSINO
40015017028P2;SUL;PR;UNIOESTE;CASCAVEL;ADMINISTRAÇÃO
40015017029P9;SUL;PR;UNIOESTE;TOLEDO;ECONOMIA
40015017070P9;SUL;PR;UNIOESTE;CASCAVEL;ADMINISTRAÇÃO
40015017071P5;SUL;PR;UNIOESTE;FOZ DO IGUAÇU;ENFERMAGEM
40015017072P1;SUL;PR;UNIOESTE;CASCAVEL;ADMINISTRAÇÃO
40015017170P3;SUL;PR;UNIOESTE;TOLEDO;QUÍMICA
40020010001P7;SUL;PR;UTP;CURITIBA;FONOAUDIOLOGIA
40020010002P3;SUL;PR;UTP;CURITIBA;EDUCAÇÃO
40020010003P0;SUL;PR;UTP;CURITIBA;COMUNICAÇÃO
40020010004P6;SUL;PR;UTP;CURITIBA;PSICOLOGIA
40022013001P0;SUL;PR;UP;CURITIBA;ADMINISTRAÇÃO
40022013002P6;SUL;PR;UP;CURITIBA;CIÊNCIAS AMBIENTAIS
40022013003P2;SUL;PR;UP;CURITIBA;ODONTOLOGIA
40022013004P9;SUL;PR;UP;CURITIBA;BIOTECNOLOGIA
40022013005P5;SUL;PR;UP;CURITIBA;CIÊNCIAS AMBIENTAIS
40022013007P8;SUL;PR;UP;CURITIBA;ODONTOLOGIA
40024016001P2;SUL;PR;UNOPAR;LONDRINA;ODONTOLOGIA
40024016002P9;SUL;PR;UNOPAR;LONDRINA;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
40024016003P5;SUL;PR;UNOPAR;LONDRINA;MEDICINA VETERINÁRIA
40024016004P1;SUL;PR;UNOPAR;LONDRINA;EDUCAÇÃO FÍSICA
40024016005P8;SUL;PR;UNOPAR;LONDRINA;ENSINO
40028011001P8;SUL;PR;UNIPAR;UMUARAMA;DIREITO
40028011002P4;SUL;PR;UNIPAR;UMUARAMA;MEDICINA VETERINÁRIA
40028011003P0;SUL;PR;UNIPAR;UMUARAMA;AGRONOMIA
40028011004P7;SUL;PR;UNIPAR;UMUARAMA;FARMÁCIA
40029018001P4;SUL;PR;UNICURITIBA;CURITIBA;DIREITO
40030016001P9;SUL;PR;UNICESUMAR;MARINGÁ;DIREITO
40030016002P5;SUL;PR;UNICESUMAR;MARINGÁ;INTERDISCIPLINAR
40030016003P1;SUL;PR;UNICESUMAR;MARINGÁ;INTERDISCIPLINAR
40030016004P8;SUL;PR;UNICESUMAR;MARINGÁ;CIÊNCIAS AMBIENTAIS
40031012001P5;SUL;PR;UENP;JACAREZINHO;DIREITO
40031012002P1;SUL;PR;UENP;BANDEIRANTES;AGRONOMIA
40031012070P7;SUL;PR;UENP;CORNÉLIO PROCÓPIO;ENSINO
40033015001P8;SUL;PR;LACTEC;CURITIBA;INTERDISCIPLINAR
40035018001P0;SUL;PR;UNIANDRADE;CURITIBA;LETRAS
40036014001P7;SUL;PR;UNIBRASIL;CURITIBA;DIREITO
40037010001P3;SUL;PR;FPP;CURITIBA;MEDICINA
40037010002P0;SUL;PR;FPP;CURITIBA;ENSINO
40038017001P0;SUL;PR;UNINGÁ;MARINGÁ;ODONTOLOGIA
40041018001P7;SUL;PR;ILAPEO;CURITIBA;ODONTOLOGIA
40043010001P0;SUL;PR;UNILA;FOZ DO IGUAÇU;INTERDISCIPLINAR
40043010002P6;SUL;PR;UNILA;FOZ DO IGUAÇU;CIÊNCIA POLÍTICA
40043010003P2;SUL;PR;UNILA;FOZ DO IGUAÇU;FÍSICA
40043010004P9;SUL;PR;UNILA;FOZ DO IGUAÇU;PLANEJAMENTO URBANO E REGIONAL
40043010005P5;SUL;PR;UNILA;FOZ DO IGUAÇU;LETRAS
40051013001P9;SUL;PR;UNINTER;CURITIBA;EDUCAÇÃO
40051013002P5;SUL;PR;UNINTER;CURITIBA;DIREITO
40070018001P6;SUL;PR;FTBP;CURITIBA;TEOLOGIA
40075010001P1;SUL;PR;IAPAR;LONDRINA;AGRONOMIA
40076016001P4;SUL;PR;UNESPAR;CAMPO MOURÃO;INTERDISCIPLINAR
40076016002P0;SUL;PR;UNESPAR;PARANAVAÍ;ENSINO
40077012001P0;SUL;PR;ISAE;CURITIBA;CIÊNCIAS AMBIENTAIS
41001010001P6;SUL;SC;UFSC;FLORIANÓPOLIS;MATEMÁTICA
41001010004P5;SUL;SC;UFSC;FLORIANÓPOLIS;HISTÓRIA
41001010005P1;SUL;SC;UFSC;FLORIANÓPOLIS;ENGENHARIA ELÉTRICA
41001010006P8;SUL;SC;UFSC;FLORIANÓPOLIS;ENGENHARIA MECÂNICA
41001010008P0;SUL;SC;UFSC;FLORIANÓPOLIS;ODONTOLOGIA
41001010009P7;SUL;SC;UFSC;FLORIANÓPOLIS;ENFERMAGEM
41001010010P5;SUL;SC;UFSC;FLORIANÓPOLIS;ADMINISTRAÇÃO
41001010011P1;SUL;SC;UFSC;FLORIANÓPOLIS;DIREITO
41001010012P8;SUL;SC;UFSC;FLORIANÓPOLIS;LETRAS
41001010013P4;SUL;SC;UFSC;FLORIANÓPOLIS;LETRAS
41001010014P0;SUL;SC;UFSC;FLORIANÓPOLIS;LINGÜÍSTICA
41001010015P7;SUL;SC;UFSC;FLORIANÓPOLIS;EDUCAÇÃO
41001010016P3;SUL;SC;UFSC;FLORIANÓPOLIS;GEOGRAFIA
41001010017P0;SUL;SC;UFSC;FLORIANÓPOLIS;ANTROPOLOGIA
41001010018P6;SUL;SC;UFSC;FLORIANÓPOLIS;SOCIOLOGIA
41001010019P2;SUL;SC;UFSC;FLORIANÓPOLIS;RECURSOS PESQUEIROS E ENGENHARIA DE PESCA
41001010020P0;SUL;SC;UFSC;FLORIANÓPOLIS;FÍSICA
41001010021P7;SUL;SC;UFSC;FLORIANÓPOLIS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
41001010022P3;SUL;SC;UFSC;FLORIANÓPOLIS;QUÍMICA
41001010023P0;SUL;SC;UFSC;FLORIANÓPOLIS;ENGENHARIA CIVIL
41001010024P6;SUL;SC;UFSC;FLORIANÓPOLIS;FARMACOLOGIA
41001010025P2;SUL;SC;UFSC;FLORIANÓPOLIS;CIÊNCIA DA COMPUTAÇÃO
41001010027P5;SUL;SC;UFSC;FLORIANÓPOLIS;FISIOLOGIA
41001010028P1;SUL;SC;UFSC;FLORIANÓPOLIS;ENGENHARIA QUÍMICA
41001010029P8;SUL;SC;UFSC;FLORIANÓPOLIS;FILOSOFIA
41001010031P2;SUL;SC;UFSC;FLORIANÓPOLIS;MATERIAIS
41001010032P9;SUL;SC;UFSC;FLORIANÓPOLIS;ECONOMIA
41001010033P5;SUL;SC;UFSC;FLORIANÓPOLIS;ENGENHARIA SANITÁRIA
41001010035P8;SUL;SC;UFSC;FLORIANÓPOLIS;BIOTECNOLOGIA
41001010036P4;SUL;SC;UFSC;FLORIANÓPOLIS;PSICOLOGIA
41001010037P0;SUL;SC;UFSC;FLORIANÓPOLIS;INTERDISCIPLINAR
41001010038P7;SUL;SC;UFSC;FLORIANÓPOLIS;CIÊNCIAS AMBIENTAIS
41001010039P3;SUL;SC;UFSC;FLORIANÓPOLIS;EDUCAÇÃO FÍSICA
41001010040P1;SUL;SC;UFSC;FLORIANÓPOLIS;SAÚDE COLETIVA
41001010041P8;SUL;SC;UFSC;FLORIANÓPOLIS;AGRONOMIA
41001010043P0;SUL;SC;UFSC;FLORIANÓPOLIS;BOTÂNICA
41001010044P7;SUL;SC;UFSC;FLORIANÓPOLIS;FARMÁCIA
41001010046P0;SUL;SC;UFSC;FLORIANÓPOLIS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
41001010047P6;SUL;SC;UFSC;FLORIANÓPOLIS;SERVIÇO SOCIAL
41001010048P2;SUL;SC;UFSC;FLORIANÓPOLIS;ARQUITETURA E URBANISMO
41001010049P9;SUL;SC;UFSC;FLORIANÓPOLIS;NUTRIÇÃO
41001010050P7;SUL;SC;UFSC;FLORIANÓPOLIS;ENSINO
41001010051P3;SUL;SC;UFSC;FLORIANÓPOLIS;ENGENHARIA DE PRODUÇÃO
41001010052P0;SUL;SC;UFSC;FLORIANÓPOLIS;CIÊNCIA DA INFORMAÇÃO
41001010053P6;SUL;SC;UFSC;FLORIANÓPOLIS;LETRAS
41001010054P2;SUL;SC;UFSC;FLORIANÓPOLIS;ADMINISTRAÇÃO
41001010055P9;SUL;SC;UFSC;FLORIANÓPOLIS;INTERDISCIPLINAR
41001010062P5;SUL;SC;UFSC;FLORIANÓPOLIS;ARQUITETURA E URBANISMO
41001010064P8;SUL;SC;UFSC;FLORIANÓPOLIS;DESENHO INDUSTRIAL
41001010065P4;SUL;SC;UFSC;FLORIANÓPOLIS;ENGENHARIA ELÉTRICA
41001010068P3;SUL;SC;UFSC;FLORIANÓPOLIS;CIÊNCIAS AMBIENTAIS
41001010069P0;SUL;SC;UFSC;FLORIANÓPOLIS;BIOQUÍMICA
41001010070P8;SUL;SC;UFSC;FLORIANÓPOLIS;MEDICINA
41001010071P4;SUL;SC;UFSC;FLORIANÓPOLIS;ECOLOGIA
41001010073P7;SUL;SC;UFSC;FLORIANÓPOLIS;COMUNICAÇÃO
41001010074P3;SUL;SC;UFSC;FLORIANÓPOLIS;BIOLOGIA GERAL
41001010076P6;SUL;SC;UFSC;FLORIANÓPOLIS;FARMACOLOGIA
41001010078P9;SUL;SC;UFSC;FLORIANÓPOLIS;ADMINISTRAÇÃO
41001010079P5;SUL;SC;UFSC;FLORIANÓPOLIS;ENFERMAGEM
41001010080P3;SUL;SC;UFSC;FLORIANÓPOLIS;ENGENHARIA SANITÁRIA
41001010081P0;SUL;SC;UFSC;FLORIANÓPOLIS;MEDICINA
41001010083P2;SUL;SC;UFSC;FLORIANÓPOLIS;CIÊNCIA POLÍTICA
41001010084P9;SUL;SC;UFSC;FLORIANÓPOLIS;SAÚDE COLETIVA
41001010085P5;SUL;SC;UFSC;FLORIANÓPOLIS;ECOLOGIA
41001010086P1;SUL;SC;UFSC;FLORIANÓPOLIS;INTERDISCIPLINAR
41001010087P8;SUL;SC;UFSC;ARARANGUÁ;INTERDISCIPLINAR
41001010088P4;SUL;SC;UFSC;FLORIANÓPOLIS;ENGENHARIA CIVIL
41001010089P0;SUL;SC;UFSC;FLORIANÓPOLIS;GEOCIÊNCIAS
41001010090P9;SUL;SC;UFSC;JOINVILLE;ENGENHARIA MECÂNICA
41001010156P0;SUL;SC;UFSC;FLORIANÓPOLIS;ENFERMAGEM
41001010157P6;SUL;SC;UFSC;FLORIANÓPOLIS;CIÊNCIAS AMBIENTAIS
41001010158P2;SUL;SC;UFSC;FLORIANÓPOLIS;DIREITO
41001010159P9;SUL;SC;UFSC;FLORIANÓPOLIS;ENGENHARIA MECÂNICA
41001010160P7;SUL;SC;UFSC;ARARANGUÁ;FISIOTERAPIA E TERAPIA OCUPACIONAL
41001010161P3;SUL;SC;UFSC;CURITIBANOS;AGRONOMIA
41002016001P9;SUL;SC;UDESC;FLORIANÓPOLIS;ENGENHARIA DE MATERIAIS E METALÚRGICA
41002016003P1;SUL;SC;UDESC;LAGES;AGRONOMIA
41002016004P8;SUL;SC;UDESC;FLORIANÓPOLIS;EDUCAÇÃO FÍSICA
41002016005P4;SUL;SC;UDESC;FLORIANÓPOLIS;ARTES
41002016007P7;SUL;SC;UDESC;LAGES;AGRONOMIA
41002016008P3;SUL;SC;UDESC;LAGES;MEDICINA VETERINÁRIA
41002016009P0;SUL;SC;UDESC;FLORIANÓPOLIS;ADMINISTRAÇÃO
41002016010P8;SUL;SC;UDESC;FLORIANÓPOLIS;ARTES
41002016011P4;SUL;SC;UDESC;JOINVILLE;FÍSICA
41002016012P0;SUL;SC;UDESC;JOINVILLE;ENGENHARIA ELÉTRICA
41002016013P7;SUL;SC;UDESC;FLORIANÓPOLIS;HISTÓRIA
41002016014P3;SUL;SC;UDESC;FLORIANÓPOLIS;ARTES
41002016015P0;SUL;SC;UDESC;FLORIANÓPOLIS;EDUCAÇÃO
41002016016P6;SUL;SC;UDESC;FLORIANÓPOLIS;PLANEJAMENTO URBANO E REGIONAL
41002016018P9;SUL;SC;UDESC;JOINVILLE;ENGENHARIA ELÉTRICA
41002016019P5;SUL;SC;UDESC;JOINVILLE;ENGENHARIA MECÂNICA
41002016020P3;SUL;SC;UDESC;FLORIANÓPOLIS;ADMINISTRAÇÃO
41002016021P0;SUL;SC;UDESC;FLORIANÓPOLIS;FISIOTERAPIA E TERAPIA OCUPACIONAL
41002016022P6;SUL;SC;UDESC;FLORIANÓPOLIS;DESENHO INDUSTRIAL
41002016023P2;SUL;SC;UDESC;JOINVILLE;CIÊNCIA DA COMPUTAÇÃO
41002016024P9;SUL;SC;UDESC;FLORIANÓPOLIS;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL
41002016025P5;SUL;SC;UDESC;FLORIANÓPOLIS;CIÊNCIA DA INFORMAÇÃO
41002016026P1;SUL;SC;UDESC;FLORIANÓPOLIS;ARTES
41002016156P2;SUL;SC;UDESC;FLORIANÓPOLIS;ZOOTECNIA
41002016157P9;SUL;SC;UDESC;FLORIANÓPOLIS;ENGENHARIA CIVIL
41002016158P5;SUL;SC;UDESC;FLORIANÓPOLIS;CIÊNCIAS AMBIENTAIS
41002016161P6;SUL;SC;UDESC;JOINVILLE;ENSINO
41002016162P2;SUL;SC;UDESC;JOINVILLE;QUÍMICA
41002016163P9;SUL;SC;UDESC;FLORIANÓPOLIS;PLANEJAMENTO URBANO E REGIONAL
41002016164P5;SUL;SC;UDESC;PINHALZINHO;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
41004019001P1;SUL;SC;UNIVILLE;JOINVILLE;INTERDISCIPLINAR
41004019002P8;SUL;SC;UNIVILLE;JOINVILLE;ENGENHARIA QUÍMICA
41004019003P4;SUL;SC;UNIVILLE;JOINVILLE;INTERDISCIPLINAR
41004019004P0;SUL;SC;UNIVILLE;JOINVILLE;EDUCAÇÃO
41004019005P7;SUL;SC;UNIVILLE;JOINVILLE;DESENHO INDUSTRIAL
41005015001P8;SUL;SC;UNIVALI;ITAJAÍ;DIREITO
41005015002P4;SUL;SC;UNIVALI;ITAJAÍ;TURISMO
41005015003P0;SUL;SC;UNIVALI;ITAJAÍ;EDUCAÇÃO
41005015004P7;SUL;SC;UNIVALI;ITAJAÍ;CIÊNCIAS AMBIENTAIS
41005015005P3;SUL;SC;UNIVALI;ITAJAÍ;ADMINISTRAÇÃO
41005015006P0;SUL;SC;UNIVALI;ITAJAÍ;INTERDISCIPLINAR
41005015007P6;SUL;SC;UNIVALI;ITAJAÍ;INTERDISCIPLINAR
41005015008P2;SUL;SC;UNIVALI;ITAJAÍ;FARMÁCIA
41005015010P7;SUL;SC;UNIVALI;ITAJAÍ;CIÊNCIA DA COMPUTAÇÃO
41005015011P3;SUL;SC;UNIVALI;ITAJAÍ;ADMINISTRAÇÃO
41006011002P0;SUL;SC;FURB;BLUMENAU;ADMINISTRAÇÃO
41006011003P7;SUL;SC;FURB;BLUMENAU;CIÊNCIAS AMBIENTAIS
41006011004P3;SUL;SC;FURB;BLUMENAU;EDUCAÇÃO
41006011005P0;SUL;SC;FURB;BLUMENAU;QUÍMICA
41006011006P6;SUL;SC;FURB;BLUMENAU;PLANEJAMENTO URBANO E REGIONAL
41006011007P2;SUL;SC;FURB;BLUMENAU;ADMINISTRAÇÃO
41006011008P9;SUL;SC;FURB;BLUMENAU;ENGENHARIA ELÉTRICA
41006011009P5;SUL;SC;FURB;BLUMENAU;ENGENHARIA QUÍMICA
41006011010P3;SUL;SC;FURB;BLUMENAU;ENSINO
41006011011P0;SUL;SC;FURB;BLUMENAU;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL
41006011012P6;SUL;SC;FURB;BLUMENAU;SAÚDE COLETIVA
41007018001P0;SUL;SC;UNOESC;JOAÇABA;EDUCAÇÃO
41007018002P7;SUL;SC;UNOESC;CHAPECÓ;ADMINISTRAÇÃO
41007018003P3;SUL;SC;UNOESC;CHAPECÓ;DIREITO
41007018004P0;SUL;SC;UNOESC;VIDEIRA;BIOTECNOLOGIA
41007018005P6;SUL;SC;UNOESC;JOAÇABA;INTERDISCIPLINAR
41008014001P7;SUL;SC;UNISUL;TUBARÃO;LETRAS
41008014002P3;SUL;SC;UNISUL;TUBARÃO;EDUCAÇÃO
41008014003P0;SUL;SC;UNISUL;TUBARÃO;ADMINISTRAÇÃO
41008014004P6;SUL;SC;UNISUL;TUBARÃO;MEDICINA
41009010001P3;SUL;SC;UNC;CANOINHAS;PLANEJAMENTO URBANO E REGIONAL
41011015001P4;SUL;SC;IFSC;FLORIANÓPOLIS;ENGENHARIA MECÂNICA
41012011001P0;SUL;SC;IFC;ARAQUARI;MEDICINA VETERINÁRIA
41015010001P0;SUL;SC;UNESC;CRICIÚMA;CIÊNCIAS AMBIENTAIS
41015010002P6;SUL;SC;UNESC;CRICIÚMA;EDUCAÇÃO
41015010003P2;SUL;SC;UNESC;CRICIÚMA;MEDICINA
41015010004P9;SUL;SC;UNESC;CRICIÚMA;ENGENHARIA DE MATERIAIS E METALÚRGICA
41015010006P1;SUL;SC;UNESC;CRICIÚMA;INTERDISCIPLINAR
41015010007P8;SUL;SC;UNESC;CRICIÚMA;SAÚDE COLETIVA
41016017001P6;SUL;SC;UNOCHAPECÓ;CHAPECÓ;CIÊNCIAS AMBIENTAIS
41016017002P2;SUL;SC;UNOCHAPECÓ;CHAPECÓ;PLANEJAMENTO URBANO E REGIONAL
41016017003P9;SUL;SC;UNOCHAPECÓ;CHAPECÓ;INTERDISCIPLINAR
41016017004P5;SUL;SC;UNOCHAPECÓ;CHAPECÓ;EDUCAÇÃO
41016017005P1;SUL;SC;UNOCHAPECÓ;CHAPECÓ;INTERDISCIPLINAR
41016017006P8;SUL;SC;UNOCHAPECÓ;CHAPECÓ;DIREITO
41016017007P4;SUL;SC;UNOCHAPECÓ;CHAPECÓ;ADMINISTRAÇÃO
41017013001P2;SUL;SC;UNISOCIESC;JOINVILLE;ENGENHARIA MECÂNICA
41017013002P9;SUL;SC;UNISOCIESC;JOINVILLE;ENGENHARIA DE PRODUÇÃO
41019016001P5;SUL;SC;UNIPLAC/SC;LAGES;EDUCAÇÃO
41019016002P1;SUL;SC;UNIPLAC/SC;LAGES;INTERDISCIPLINAR
41020014001P0;SUL;SC;UFFS;CHAPECÓ;LINGÜÍSTICA
41020014002P6;SUL;SC;UFFS;CHAPECÓ;EDUCAÇÃO
41020014003P2;SUL;PR;UFFS;LARANJEIRAS DO SUL;INTERDISCIPLINAR
41020014004P9;SUL;RS;UFFS;ERECHIM;CIÊNCIAS AMBIENTAIS
