CD_PROGRAMA_IES;NM_REGIAO;SG_UF_PROGRAMA;SG_ENTIDADE_ENSINO;NM_MUNICIPIO_PROGRAMA_IES;NM_AREA_CONHECIMENTO
41020014005P5;SUL;SC;UFFS;CHAPECÓ;INTERDISCIPLINAR
41020014006P1;SUL;RS;UFFS;ERECHIM;EDUCAÇÃO
41020014007P8;SUL;RS;UFFS;CERRO LARGO;INTERDISCIPLINAR
41020014008P4;SUL;SC;UFFS;CHAPECÓ;HISTÓRIA
41020014009P0;SUL;RS;UFFS;CERRO LARGO;CIÊNCIAS AMBIENTAIS
41020014010P9;SUL;PR;UFFS;LARANJEIRAS DO SUL;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
41024010002P5;SUL;SC;FASATC;CRICIÚMA;ENGENHARIA DE MATERIAIS E METALÚRGICA
41025016001P1;SUL;SC;FACVEST;LAGES;LETRAS
42001013001P5;SUL;RS;UFRGS;PORTO ALEGRE;EDUCAÇÃO
42001013002P1;SUL;RS;UFRGS;PORTO ALEGRE;FÍSICA
42001013003P8;SUL;RS;UFRGS;PORTO ALEGRE;MATEMÁTICA
42001013004P4;SUL;RS;UFRGS;PORTO ALEGRE;CIÊNCIA DA COMPUTAÇÃO
42001013005P0;SUL;RS;UFRGS;PORTO ALEGRE;GEOCIÊNCIAS
42001013006P7;SUL;RS;UFRGS;PORTO ALEGRE;BIOQUÍMICA
42001013007P3;SUL;RS;UFRGS;PORTO ALEGRE;BOTÂNICA
42001013008P0;SUL;RS;UFRGS;PORTO ALEGRE;ECOLOGIA
42001013009P6;SUL;RS;UFRGS;PORTO ALEGRE;FISIOLOGIA
42001013010P4;SUL;RS;UFRGS;PORTO ALEGRE;GENÉTICA
42001013011P0;SUL;RS;UFRGS;PORTO ALEGRE;FISIOLOGIA
42001013012P7;SUL;RS;UFRGS;PORTO ALEGRE;SOCIOLOGIA
42001013013P3;SUL;RS;UFRGS;PORTO ALEGRE;ECONOMIA
42001013014P0;SUL;RS;UFRGS;PORTO ALEGRE;ENGENHARIA CIVIL
42001013015P6;SUL;RS;UFRGS;PORTO ALEGRE;ENGENHARIA CIVIL
42001013016P2;SUL;RS;UFRGS;PORTO ALEGRE;ENGENHARIA DE MATERIAIS E METALÚRGICA
42001013017P9;SUL;RS;UFRGS;PORTO ALEGRE;MEDICINA
42001013018P5;SUL;RS;UFRGS;PORTO ALEGRE;MEDICINA
42001013020P0;SUL;RS;UFRGS;PORTO ALEGRE;MEDICINA
42001013023P9;SUL;RS;UFRGS;PORTO ALEGRE;FARMÁCIA
42001013025P1;SUL;RS;UFRGS;PORTO ALEGRE;ADMINISTRAÇÃO
42001013026P8;SUL;RS;UFRGS;PORTO ALEGRE;PLANEJAMENTO URBANO E REGIONAL
42001013030P5;SUL;RS;UFRGS;PORTO ALEGRE;MEDICINA VETERINÁRIA
42001013031P1;SUL;RS;UFRGS;PORTO ALEGRE;LETRAS
42001013032P8;SUL;RS;UFRGS;PORTO ALEGRE;FILOSOFIA
42001013033P4;SUL;RS;UFRGS;PORTO ALEGRE;CIÊNCIA POLÍTICA
42001013034P0;SUL;RS;UFRGS;PORTO ALEGRE;ANTROPOLOGIA
42001013035P7;SUL;RS;UFRGS;PORTO ALEGRE;AGRONOMIA
42001013036P3;SUL;RS;UFRGS;PORTO ALEGRE;ZOOTECNIA
42001013037P0;SUL;RS;UFRGS;PORTO ALEGRE;AGRONOMIA
42001013039P2;SUL;RS;UFRGS;PORTO ALEGRE;MEDICINA
42001013040P0;SUL;RS;UFRGS;PORTO ALEGRE;QUÍMICA
42001013042P3;SUL;RS;UFRGS;PORTO ALEGRE;DIREITO
42001013043P0;SUL;RS;UFRGS;PORTO ALEGRE;HISTÓRIA
42001013044P6;SUL;RS;UFRGS;PORTO ALEGRE;ARTES
42001013046P9;SUL;RS;UFRGS;PORTO ALEGRE;ENGENHARIA MECÂNICA
42001013047P5;SUL;RS;UFRGS;PORTO ALEGRE;PSICOLOGIA
42001013048P1;SUL;RS;UFRGS;PORTO ALEGRE;AGRONOMIA
42001013049P8;SUL;RS;UFRGS;PORTO ALEGRE;ARQUITETURA E URBANISMO
42001013050P6;SUL;RS;UFRGS;PORTO ALEGRE;MEDICINA
42001013051P2;SUL;RS;UFRGS;PORTO ALEGRE;EDUCAÇÃO FÍSICA
42001013052P9;SUL;RS;UFRGS;PORTO ALEGRE;GEOCIÊNCIAS
42001013053P5;SUL;RS;UFRGS;PORTO ALEGRE;ODONTOLOGIA
42001013054P1;SUL;RS;UFRGS;PORTO ALEGRE;MEDICINA
42001013055P8;SUL;RS;UFRGS;PORTO ALEGRE;ARTES
42001013056P4;SUL;RS;UFRGS;PORTO ALEGRE;MATERIAIS
42001013057P0;SUL;RS;UFRGS;PORTO ALEGRE;ZOOLOGIA
42001013058P7;SUL;RS;UFRGS;PORTO ALEGRE;ENGENHARIA QUÍMICA
42001013059P3;SUL;RS;UFRGS;PORTO ALEGRE;ENGENHARIA DE PRODUÇÃO
42001013060P1;SUL;RS;UFRGS;PORTO ALEGRE;MEDICINA
42001013062P4;SUL;RS;UFRGS;PORTO ALEGRE;COMUNICAÇÃO
42001013063P0;SUL;RS;UFRGS;PORTO ALEGRE;MATEMÁTICA
42001013064P7;SUL;RS;UFRGS;PORTO ALEGRE;PSICOLOGIA
42001013065P3;SUL;RS;UFRGS;PORTO ALEGRE;GEOGRAFIA
42001013066P0;SUL;RS;UFRGS;PORTO ALEGRE;ENGENHARIA ELÉTRICA
42001013067P6;SUL;RS;UFRGS;PORTO ALEGRE;ENFERMAGEM
42001013068P2;SUL;RS;UFRGS;PORTO ALEGRE;BIOLOGIA GERAL
42001013070P7;SUL;RS;UFRGS;PORTO ALEGRE;INTERDISCIPLINAR
42001013071P3;SUL;RS;UFRGS;PORTO ALEGRE;INTERDISCIPLINAR
42001013073P6;SUL;RS;UFRGS;PORTO ALEGRE;MEDICINA
42001013074P2;SUL;RS;UFRGS;PORTO ALEGRE;SAÚDE COLETIVA
42001013075P9;SUL;RS;UFRGS;PORTO ALEGRE;INTERDISCIPLINAR
42001013076P5;SUL;RS;UFRGS;PORTO ALEGRE;ENSINO
42001013078P8;SUL;RS;UFRGS;PORTO ALEGRE;ENGENHARIA ELÉTRICA
42001013079P4;SUL;RS;UFRGS;PORTO ALEGRE;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
42001013081P9;SUL;RS;UFRGS;PORTO ALEGRE;ENSINO
42001013083P1;SUL;RS;UFRGS;PORTO ALEGRE;ADMINISTRAÇÃO
42001013085P4;SUL;RS;UFRGS;PORTO ALEGRE;ECONOMIA
42001013086P0;SUL;RS;UFRGS;PORTO ALEGRE;ENGENHARIA DE MATERIAIS E METALÚRGICA
42001013089P0;SUL;RS;UFRGS;PORTO ALEGRE;ENGENHARIA DE PRODUÇÃO
42001013091P4;SUL;RS;UFRGS;PORTO ALEGRE;ENSINO
42001013093P7;SUL;RS;UFRGS;PORTO ALEGRE;ARTES
42001013094P3;SUL;RS;UFRGS;PORTO ALEGRE;SAÚDE COLETIVA
42001013096P6;SUL;RS;UFRGS;PORTO ALEGRE;DESENHO INDUSTRIAL
42001013098P9;SUL;RS;UFRGS;PORTO ALEGRE;ENSINO
42001013099P5;SUL;RS;UFRGS;PORTO ALEGRE;MEDICINA VETERINÁRIA
42001013100P3;SUL;RS;UFRGS;PORTO ALEGRE;MEDICINA
42001013101P0;SUL;RS;UFRGS;PORTO ALEGRE;CIÊNCIA POLÍTICA
42001013102P6;SUL;RS;UFRGS;PORTO ALEGRE;FARMÁCIA
42001013103P2;SUL;RS;UFRGS;PORTO ALEGRE;SAÚDE COLETIVA
42001013104P9;SUL;RS;UFRGS;PORTO ALEGRE;SAÚDE COLETIVA
42001013105P5;SUL;RS;UFRGS;PORTO ALEGRE;FARMACOLOGIA
42001013106P1;SUL;RS;UFRGS;PORTO ALEGRE;MEDICINA
42001013107P8;SUL;RS;UFRGS;PORTO ALEGRE;PSICOLOGIA
42001013156P9;SUL;RS;UFRGS;PORTO ALEGRE;CIÊNCIA POLÍTICA
42001013157P5;SUL;RS;UFRGS;PORTO ALEGRE;MEDICINA VETERINÁRIA
42001013158P1;SUL;RS;UFRGS;PORTO ALEGRE;SERVIÇO SOCIAL
42001013170P1;SUL;RS;UFRGS;PORTO ALEGRE;ADMINISTRAÇÃO
42002010001P5;SUL;RS;UFSM;SANTA MARIA;EDUCAÇÃO
42002010002P1;SUL;RS;UFSM;SANTA MARIA;FILOSOFIA
42002010003P8;SUL;RS;UFSM;SANTA MARIA;ENGENHARIA ELÉTRICA
42002010004P4;SUL;RS;UFSM;SANTA MARIA;ENGENHARIA DE PRODUÇÃO
42002010007P3;SUL;RS;UFSM;SANTA MARIA;AGRONOMIA
42002010008P0;SUL;RS;UFSM;SANTA MARIA;ENGENHARIA AGRÍCOLA
42002010009P6;SUL;RS;UFSM;SANTA MARIA;AGRONOMIA
42002010010P4;SUL;RS;UFSM;SANTA MARIA;ZOOTECNIA
42002010011P0;SUL;RS;UFSM;SANTA MARIA;MEDICINA VETERINÁRIA
42002010012P7;SUL;RS;UFSM;SANTA MARIA;QUÍMICA
42002010013P3;SUL;RS;UFSM;SANTA MARIA;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
42002010014P0;SUL;RS;UFSM;SANTA MARIA;LETRAS
42002010015P6;SUL;RS;UFSM;SANTA MARIA;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL
42002010017P9;SUL;RS;UFSM;SANTA MARIA;FONOAUDIOLOGIA
42002010019P1;SUL;RS;UFSM;SANTA MARIA;FÍSICA
42002010020P0;SUL;RS;UFSM;SANTA MARIA;ENGENHARIA CIVIL
42002010023P9;SUL;RS;UFSM;SANTA MARIA;BIOQUÍMICA
42002010025P1;SUL;RS;UFSM;SANTA MARIA;GEOGRAFIA
42002010026P8;SUL;RS;UFSM;SANTA MARIA;ZOOLOGIA
42002010027P4;SUL;RS;UFSM;SANTA MARIA;AGRONOMIA
42002010029P7;SUL;RS;UFSM;SANTA MARIA;FARMÁCIA
42002010030P5;SUL;RS;UFSM;SANTA MARIA;ADMINISTRAÇÃO
42002010031P1;SUL;RS;UFSM;SANTA MARIA;COMUNICAÇÃO
42002010032P8;SUL;RS;UFSM;SANTA MARIA;FARMACOLOGIA
42002010033P4;SUL;RS;UFSM;SANTA MARIA;INTERDISCIPLINAR
42002010034P0;SUL;RS;UFSM;SANTA MARIA;MATEMÁTICA
42002010035P7;SUL;RS;UFSM;SANTA MARIA;ENFERMAGEM
42002010036P3;SUL;RS;UFSM;SANTA MARIA;CIÊNCIA DA COMPUTAÇÃO
42002010037P0;SUL;RS;UFSM;SANTA MARIA;ARTES
42002010038P6;SUL;RS;UFSM;SANTA MARIA;ENGENHARIA QUÍMICA
42002010040P0;SUL;RS;UFSM;SANTA MARIA;GEOCIÊNCIAS
42002010041P7;SUL;RS;UFSM;SANTA MARIA;SOCIOLOGIA
42002010042P3;SUL;RS;UFSM;SANTA MARIA;ODONTOLOGIA
42002010046P9;SUL;RS;UFSM;SANTA MARIA;PSICOLOGIA
42002010047P5;SUL;RS;UFSM;SANTA MARIA;AGRONOMIA
42002010048P1;SUL;RS;UFSM;SANTA MARIA;AGRONOMIA
42002010049P8;SUL;RS;UFSM;SANTA MARIA;INTERDISCIPLINAR
42002010050P6;SUL;RS;UFSM;SANTA MARIA;ADMINISTRAÇÃO
42002010051P2;SUL;RS;UFSM;SANTA MARIA;HISTÓRIA
42002010052P9;SUL;RS;UFSM;FREDERICO WESTPHALEN;AGRONOMIA
42002010053P5;SUL;RS;UFSM;SANTA MARIA;ECONOMIA
42002010054P1;SUL;RS;UFSM;SANTA MARIA;EDUCAÇÃO FÍSICA
42002010055P8;SUL;RS;UFSM;SANTA MARIA;ENGENHARIA SANITÁRIA
42002010056P4;SUL;RS;UFSM;SANTA MARIA;INTERDISCIPLINAR
42002010057P0;SUL;RS;UFSM;SANTA MARIA;DIREITO
42002010058P7;SUL;RS;UFSM;SANTA MARIA;ENSINO
42002010059P3;SUL;RS;UFSM;SANTA MARIA;INTERDISCIPLINAR
42002010157P5;SUL;RS;UFSM;SANTA MARIA;FISIOTERAPIA E TERAPIA OCUPACIONAL
42002010158P1;SUL;RS;UFSM;SANTA MARIA;INTERDISCIPLINAR
42002010159P8;SUL;RS;UFSM;SANTA MARIA;EDUCAÇÃO
42002010160P6;SUL;RS;UFSM;PALMEIRA DAS MISSÕES;INTERDISCIPLINAR
42003016001P8;SUL;RS;UFPEL;PELOTAS;ODONTOLOGIA
42003016007P6;SUL;RS;UFPEL;PELOTAS;ZOOTECNIA
42003016008P2;SUL;RS;UFPEL;CAPÃO DO LEÃO;MEDICINA VETERINÁRIA
42003016009P9;SUL;RS;UFPEL;CAPÃO DO LEÃO;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
42003016010P7;SUL;RS;UFPEL;CAPÃO DO LEÃO;AGRONOMIA
42003016011P3;SUL;RS;UFPEL;PELOTAS;SAÚDE COLETIVA
42003016014P2;SUL;RS;UFPEL;CAPÃO DO LEÃO;EDUCAÇÃO
42003016016P5;SUL;RS;UFPEL;PELOTAS;AGRONOMIA
42003016017P1;SUL;RS;UFPEL;CAPÃO DO LEÃO;AGRONOMIA
42003016018P8;SUL;RS;UFPEL;CAPÃO DO LEÃO;AGRONOMIA
42003016019P4;SUL;RS;UFPEL;PELOTAS;GEOCIÊNCIAS
42003016020P2;SUL;RS;UFPEL;CAPÃO DO LEÃO;BIOTECNOLOGIA
42003016022P5;SUL;RS;UFPEL;PELOTAS;PARASITOLOGIA
42003016023P1;SUL;RS;UFPEL;PELOTAS;AGRONOMIA
42003016024P8;SUL;RS;UFPEL;PELOTAS;SOCIOLOGIA
42003016025P4;SUL;RS;UFPEL;CAPÃO DO LEÃO;AGRONOMIA
42003016026P0;SUL;RS;UFPEL;PELOTAS;EDUCAÇÃO FÍSICA
42003016027P7;SUL;RS;UFPEL;PELOTAS;INTERDISCIPLINAR
42003016028P3;SUL;RS;UFPEL;CAPÃO DO LEÃO;QUÍMICA
42003016030P8;SUL;RS;UFPEL;PELOTAS;ENFERMAGEM
42003016031P4;SUL;RS;UFPEL;PELOTAS;FILOSOFIA
42003016032P0;SUL;RS;UFPEL;PELOTAS;ARQUITETURA E URBANISMO
42003016033P7;SUL;RS;UFPEL;CAPÃO DO LEÃO;FÍSICA
42003016034P3;SUL;RS;UFPEL;PELOTAS;ECONOMIA
42003016035P0;SUL;RS;UFPEL;PELOTAS;NUTRIÇÃO
42003016036P6;SUL;RS;UFPEL;PELOTAS;HISTÓRIA
42003016037P2;SUL;RS;UFPEL;PELOTAS;CIÊNCIA POLÍTICA
42003016038P9;SUL;RS;UFPEL;PELOTAS;CIÊNCIA DA COMPUTAÇÃO
42003016039P5;SUL;RS;UFPEL;PELOTAS;LETRAS
42003016040P3;SUL;RS;UFPEL;CAPÃO DO LEÃO;FARMACOLOGIA
42003016041P0;SUL;RS;UFPEL;PELOTAS;MATERIAIS
42003016042P6;SUL;RS;UFPEL;PELOTAS;ENSINO
42003016043P2;SUL;RS;UFPEL;CAPÃO DO LEÃO;ENGENHARIA AGRÍCOLA
42003016044P9;SUL;RS;UFPEL;PELOTAS;ARTES
42003016045P5;SUL;RS;UFPEL;PELOTAS;ANTROPOLOGIA
42003016046P1;SUL;RS;UFPEL;CAPÃO DO LEÃO;AGRONOMIA
42003016047P8;SUL;RS;UFPEL;PELOTAS;GEOGRAFIA
42003016048P4;SUL;RS;UFPEL;PELOTAS;ENGENHARIA SANITÁRIA
42003016051P5;SUL;RS;UFPEL;CAPÃO DO LEÃO;INTERDISCIPLINAR
42003016052P1;SUL;RS;UFPEL;PELOTAS;ADMINISTRAÇÃO
42003016053P8;SUL;RS;UFPEL;CAPÃO DO LEÃO;ZOOLOGIA
42003016054P4;SUL;RS;UFPEL;PELOTAS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
42003016055P0;SUL;RS;UFPEL;PELOTAS;ENSINO
42004012001P4;SUL;RS;FURG;RIO GRANDE;OCEANOGRAFIA
42004012002P0;SUL;RS;FURG;RIO GRANDE;EDUCAÇÃO
42004012004P3;SUL;RS;FURG;RIO GRANDE;ENGENHARIA NAVAL E OCEÂNICA
42004012005P0;SUL;RS;FURG;RIO GRANDE;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
42004012007P2;SUL;RS;FURG;RIO GRANDE;GEOCIÊNCIAS
42004012008P9;SUL;RS;FURG;RIO GRANDE;FISIOLOGIA
42004012009P5;SUL;RS;FURG;RIO GRANDE;ENFERMAGEM
42004012010P3;SUL;RS;FURG;RIO GRANDE;LETRAS
42004012011P0;SUL;RS;FURG;RIO GRANDE;RECURSOS PESQUEIROS E ENGENHARIA DE PESCA
42004012012P6;SUL;RS;FURG;RIO GRANDE;MEDICINA
42004012013P2;SUL;RS;FURG;RIO GRANDE;ECOLOGIA
42004012014P9;SUL;RS;FURG;RIO GRANDE;INTERDISCIPLINAR
42004012015P5;SUL;RS;FURG;RIO GRANDE;GEOGRAFIA
42004012016P1;SUL;RS;FURG;RIO GRANDE;QUÍMICA
42004012019P0;SUL;RS;FURG;RIO GRANDE;FÍSICA
42004012020P9;SUL;RS;FURG;RIO GRANDE;CIÊNCIAS AMBIENTAIS
42004012021P5;SUL;RS;FURG;RIO GRANDE;EDUCAÇÃO
42004012022P1;SUL;RS;FURG;RIO GRANDE;CIÊNCIA DA COMPUTAÇÃO
42004012023P8;SUL;RS;FURG;RIO GRANDE;HISTÓRIA
42004012024P4;SUL;RS;FURG;RIO GRANDE;ENGENHARIA MECÂNICA
42004012025P0;SUL;RS;FURG;RIO GRANDE;ENGENHARIA QUÍMICA
42004012026P7;SUL;RS;FURG;RIO GRANDE;SAÚDE COLETIVA
42004012027P3;SUL;RS;FURG;RIO GRANDE;DIREITO
42004012028P0;SUL;RS;FURG;RIO GRANDE;ECONOMIA
42004012156P8;SUL;RS;FURG;RIO GRANDE;ADMINISTRAÇÃO
42005019001P0;SUL;RS;PUC/RS;PORTO ALEGRE;EDUCAÇÃO
42005019002P7;SUL;RS;PUC/RS;PORTO ALEGRE;ZOOLOGIA
42005019004P0;SUL;RS;PUC/RS;PORTO ALEGRE;FILOSOFIA
42005019005P6;SUL;RS;PUC/RS;PORTO ALEGRE;HISTÓRIA
42005019006P2;SUL;RS;PUC/RS;PORTO ALEGRE;PSICOLOGIA
42005019008P5;SUL;RS;PUC/RS;PORTO ALEGRE;SERVIÇO SOCIAL
42005019009P1;SUL;RS;PUC/RS;PORTO ALEGRE;LINGÜÍSTICA
42005019012P2;SUL;RS;PUC/RS;PORTO ALEGRE;TEOLOGIA
42005019013P9;SUL;RS;PUC/RS;PORTO ALEGRE;DIREITO
42005019014P5;SUL;RS;PUC/RS;PORTO ALEGRE;MEDICINA
42005019015P1;SUL;RS;PUC/RS;PORTO ALEGRE;ENGENHARIA ELÉTRICA
42005019016P8;SUL;RS;PUC/RS;PORTO ALEGRE;CIÊNCIA DA COMPUTAÇÃO
42005019017P4;SUL;RS;PUC/RS;PORTO ALEGRE;COMUNICAÇÃO
42005019020P5;SUL;RS;PUC/RS;PORTO ALEGRE;MEDICINA
42005019021P1;SUL;RS;PUC/RS;PORTO ALEGRE;INTERDISCIPLINAR
42005019022P8;SUL;RS;PUC/RS;PORTO ALEGRE;ODONTOLOGIA
42005019023P4;SUL;RS;PUC/RS;PORTO ALEGRE;DIREITO
42005019025P7;SUL;RS;PUC/RS;PORTO ALEGRE;ENGENHARIA DE MATERIAIS E METALÚRGICA
42005019026P3;SUL;RS;PUC/RS;PORTO ALEGRE;ENSINO
42005019027P0;SUL;RS;PUC/RS;PORTO ALEGRE;ECONOMIA
42005019029P2;SUL;RS;PUC/RS;PORTO ALEGRE;BIOLOGIA GERAL
42005019030P0;SUL;RS;PUC/RS;PORTO ALEGRE;SOCIOLOGIA
42005019031P7;SUL;RS;PUC/RS;PORTO ALEGRE;ADMINISTRAÇÃO
42005019033P0;SUL;RS;PUC/RS;PORTO ALEGRE;ADMINISTRAÇÃO
42005019034P6;SUL;RS;PUC/RS;PORTO ALEGRE;BIOTECNOLOGIA
42006015003P0;SUL;RS;UCPEL;PELOTAS;LINGÜÍSTICA
42006015004P6;SUL;RS;UCPEL;PELOTAS;MEDICINA
42006015005P2;SUL;RS;UCPEL;PELOTAS;SERVIÇO SOCIAL
42006015008P1;SUL;RS;UCPEL;PELOTAS;SAÚDE COLETIVA
42006015009P8;SUL;RS;UCPEL;PELOTAS;ENGENHARIA ELÉTRICA
42007011001P3;SUL;RS;UNISINOS;SÃO LEOPOLDO;HISTÓRIA
42007011002P0;SUL;RS;UNISINOS;SÃO LEOPOLDO;GEOCIÊNCIAS
42007011003P6;SUL;RS;UNISINOS;SÃO LEOPOLDO;EDUCAÇÃO
42007011004P2;SUL;RS;UNISINOS;SÃO LEOPOLDO;COMUNICAÇÃO
42007011005P9;SUL;RS;UNISINOS;SÃO LEOPOLDO;DIREITO
42007011006P5;SUL;RS;UNISINOS;SÃO LEOPOLDO;CIÊNCIA DA COMPUTAÇÃO
42007011007P1;SUL;RS;UNISINOS;SÃO LEOPOLDO;ADMINISTRAÇÃO
42007011008P8;SUL;RS;UNISINOS;SÃO LEOPOLDO;ADMINISTRAÇÃO
42007011009P4;SUL;RS;UNISINOS;SÃO LEOPOLDO;ECOLOGIA
42007011010P2;SUL;RS;UNISINOS;SÃO LEOPOLDO;FILOSOFIA
42007011011P9;SUL;RS;UNISINOS;SÃO LEOPOLDO;SOCIOLOGIA
42007011012P5;SUL;RS;UNISINOS;SÃO LEOPOLDO;SAÚDE COLETIVA
42007011013P1;SUL;RS;UNISINOS;SÃO LEOPOLDO;LINGÜÍSTICA
42007011014P8;SUL;RS;UNISINOS;SÃO LEOPOLDO;ECONOMIA
42007011015P4;SUL;RS;UNISINOS;SÃO LEOPOLDO;ENGENHARIA DE PRODUÇÃO
42007011016P0;SUL;RS;UNISINOS;SÃO LEOPOLDO;PSICOLOGIA
42007011018P3;SUL;RS;UNISINOS;SÃO LEOPOLDO;ENGENHARIA CIVIL
42007011021P4;SUL;RS;UNISINOS;SÃO LEOPOLDO;DESENHO INDUSTRIAL
42007011023P7;SUL;RS;UNISINOS;SÃO LEOPOLDO;ENGENHARIA MECÂNICA
42007011024P3;SUL;RS;UNISINOS;SÃO LEOPOLDO;ADMINISTRAÇÃO
42007011025P0;SUL;RS;UNISINOS;SÃO LEOPOLDO;ENFERMAGEM
42007011026P6;SUL;RS;UNISINOS;SÃO LEOPOLDO;NUTRIÇÃO
42007011027P2;SUL;RS;UNISINOS;SÃO LEOPOLDO;EDUCAÇÃO
42007011031P0;SUL;RS;UNISINOS;SÃO LEOPOLDO;ENGENHARIA ELÉTRICA
42007011032P6;SUL;RS;UNISINOS;SÃO LEOPOLDO;ARQUITETURA E URBANISMO
42007011033P2;SUL;RS;UNISINOS;SÃO LEOPOLDO;DIREITO
42008018001P0;SUL;RS;UCS;CAXIAS DO SUL;BIOTECNOLOGIA
42008018003P2;SUL;RS;UCS;CAXIAS DO SUL;TURISMO
42008018004P9;SUL;RS;UCS;CAXIAS DO SUL;DIREITO
42008018005P5;SUL;RS;UCS;CAXIAS DO SUL;LETRAS
42008018006P1;SUL;RS;UCS;CAXIAS DO SUL;MATERIAIS
42008018007P8;SUL;RS;UCS;CAXIAS DO SUL;ADMINISTRAÇÃO
42008018008P4;SUL;RS;UCS;CAXIAS DO SUL;EDUCAÇÃO
42008018009P0;SUL;RS;UCS;CAXIAS DO SUL;ENGENHARIA QUÍMICA
42008018010P9;SUL;RS;UCS;CAXIAS DO SUL;BIOTECNOLOGIA
42008018011P5;SUL;RS;UCS;CAXIAS DO SUL;FILOSOFIA
42008018012P1;SUL;RS;UNIRITTER;PORTO ALEGRE;LETRAS
42008018013P8;SUL;RS;UCS;CAXIAS DO SUL;ENGENHARIA MECÂNICA
42008018014P4;SUL;RS;UCS;CAXIAS DO SUL;ENGENHARIA SANITÁRIA
42008018015P0;SUL;RS;UCS;CAXIAS DO SUL;ENSINO
42008018016P7;SUL;RS;UCS;CAXIAS DO SUL;HISTÓRIA
42008018034P5;SUL;RS;UCS;CAXIAS DO SUL;MEDICINA
42008018035P1;SUL;RS;UCS;CAXIAS DO SUL;ENGENHARIA DE PRODUÇÃO
42009014001P6;SUL;RS;FUPF;PASSO FUNDO;AGRONOMIA
42009014002P2;SUL;RS;FUPF;PASSO FUNDO;EDUCAÇÃO
42009014003P9;SUL;RS;FUPF;PASSO FUNDO;HISTÓRIA
42009014004P5;SUL;RS;FUPF;PASSO FUNDO;ENGENHARIA CIVIL
42009014005P1;SUL;RS;FUPF;PASSO FUNDO;LETRAS
42009014006P8;SUL;RS;FUPF;PASSO FUNDO;INTERDISCIPLINAR
42009014007P4;SUL;RS;FUPF;PASSO FUNDO;ODONTOLOGIA
42009014008P0;SUL;RS;FUPF;PASSO FUNDO;ENGENHARIA MECÂNICA
42009014009P7;SUL;RS;FUPF;PASSO FUNDO;MEDICINA VETERINÁRIA
42009014010P5;SUL;RS;FUPF;PASSO FUNDO;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
42009014011P1;SUL;RS;FUPF;PASSO FUNDO;CIÊNCIA DA COMPUTAÇÃO
42009014012P8;SUL;RS;FUPF;PASSO FUNDO;ENSINO
42009014013P4;SUL;RS;FUPF;PASSO FUNDO;DIREITO
42009014014P0;SUL;RS;FUPF;PASSO FUNDO;ADMINISTRAÇÃO
42009014015P7;SUL;RS;FUPF;PASSO FUNDO;CIÊNCIAS AMBIENTAIS
42010012001P0;SUL;RS;URI;ERECHIM;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
42010012002P7;SUL;RS;URI;FREDERICO WESTPHALEN;LETRAS
42010012003P3;SUL;RS;URI;SANTO ÂNGELO;DIREITO
42010012004P0;SUL;RS;URI;ERECHIM;ECOLOGIA
42010012006P2;SUL;RS;URI;ERECHIM;ENSINO
42010012007P9;SUL;RS;URI;SANTO ÂNGELO;ADMINISTRAÇÃO
42010012008P5;SUL;RS;URI;FREDERICO WESTPHALEN;EDUCAÇÃO
42014018001P6;SUL;RS;UNIVATES;LAJEADO;CIÊNCIAS AMBIENTAIS
42014018002P2;SUL;RS;UNIVATES;LAJEADO;ENSINO
42014018003P9;SUL;RS;UNIVATES;LAJEADO;BIOTECNOLOGIA
42014018004P5;SUL;RS;UNIVATES;LAJEADO;ENSINO
42014018170P2;SUL;RS;UNIVATES;LAJEADO;INTERDISCIPLINAR
42015014002P9;SUL;RS;UFCSPA;PORTO ALEGRE;MEDICINA
42015014004P1;SUL;RS;UFCSPA;PORTO ALEGRE;MEDICINA
42015014006P4;SUL;RS;UFCSPA;PORTO ALEGRE;MEDICINA
42015014008P7;SUL;RS;UFCSPA;PORTO ALEGRE;FISIOTERAPIA E TERAPIA OCUPACIONAL
42015014009P3;SUL;RS;UFCSPA;PORTO ALEGRE;ENSINO
42015014010P1;SUL;RS;UFCSPA;PORTO ALEGRE;BIOLOGIA GERAL
42015014011P8;SUL;RS;UFCSPA;PORTO ALEGRE;ENFERMAGEM
42015014012P4;SUL;RS;UFCSPA;PORTO ALEGRE;PSICOLOGIA
42015014013P0;SUL;RS;UFCSPA;PORTO ALEGRE;MEDICINA
42016010001P9;SUL;RS;EST;SÃO LEOPOLDO;TEOLOGIA
42016010002P5;SUL;RS;EST;SÃO LEOPOLDO;TEOLOGIA
42018013002P8;SUL;RS;FUC;PORTO ALEGRE;MEDICINA
42018013003P4;SUL;RS;FUC;PORTO ALEGRE;MEDICINA
42019010001P1;SUL;RS;ULBRA;CANOAS;ODONTOLOGIA
42019010005P7;SUL;RS;ULBRA;CANOAS;ENSINO
